"","mean_passive","rating","num_words_review","id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","percent_pronoun","type_token","mean_words_sent","num_cap_letters_sent","num_punc_sent"
"6355",0.125,"5",107,"547219","1","3","2","1","4","1","0","4","3",5,0.3,0.742857142857143,15.2857142857143,1,3.42857142857143
"6356",0,"5",43,"838694","0","0","0","1","0","0","0","0","0",1,0.285714285714286,0.829268292682927,10.75,4.5,2.75
"6357",0,"5",67,"619148","0","1","0","0","3","0","1","1","0",3,0.444444444444444,0.686567164179104,13.4,1,2.4
"6358",0,"5",50,"282422","0","0","1","0","0","0","0","0","0",1,0.428571428571429,0.833333333333333,12.5,1.5,2
"6359",0,"5",57,"158951","1","3","0","0","2","0","0","3","1",3,0.5,0.836363636363636,14.25,1.5,2.25
"6360",0,"5",39,"143988","0","1","0","0","1","0","1","1","0",1,0.428571428571429,0.717948717948718,9.75,1.25,1
"6361",0,"5",66,"589398","2","0","1","0","1","1","0","1","2",2,0.222222222222222,0.742424242424242,9.42857142857143,2.42857142857143,1.71428571428571
"6362",0,"5",43,"592790","0","1","0","0","0","0","0","0","0",0,0.428571428571429,0.833333333333333,10.75,1,1.25
"6363",0.166666666666667,"5",49,"78017","0","1","2","0","1","0","0","1","2",3,0.222222222222222,0.914893617021277,9.8,2.6,2.2
"6364",0,"4",22,"398937","0","3","1","0","3","0","2","2","1",3,0.4,0.954545454545455,7.33333333333333,1.33333333333333,1.33333333333333
"6365",0,"0",82,"431675","1","1","1","0","1","0","0","1","2",1,0.5,0.714285714285714,13.6666666666667,2.5,2
"6366",0,"5",64,"596141","0","3","0","0","2","1","1","1","2",3,0.333333333333333,0.758064516129032,10.6666666666667,2.16666666666667,2
"6367",0,"5",65,"139463","0","2","1","0","0","0","0","0","1",1,0.5,0.825396825396825,16.25,1.25,1
"6368",0,"5",88,"497175","0","1","0","0","2","0","1","1","1",2,0.4,0.738636363636364,17.6,2.8,2.2
"6369",0,"5",29,"858831","0","0","0","0","1","0","1","1","0",3,0.333333333333333,0.793103448275862,7.25,1,1
"6370",0.2,"5",47,"806174","1","3","1","1","2","1","2","3","1",4,0.375,0.829787234042553,9.4,1.2,1.2
"6371",0,"4",80,"13361","1","1","2","2","3","3","1","4","2",7,0.384615384615385,0.753086419753086,10,2.75,2.125
"6372",0,"5",12,"123867","0","0","0","0","0","0","0","0","0",0,0.25,1,4,1,1
"6373",0,"5",45,"233792","0","1","1","0","2","0","1","0","1",2,0.166666666666667,0.822222222222222,9,1.8,1.4
"6374",0,"5",58,"216619","0","3","1","1","2","0","1","1","2",2,0.375,0.814814814814815,11.6,2.2,3.2
"6375",0,"5",55,"825523","1","2","1","0","2","2","1","6","3",7,0,0.824561403508772,11,1,2.4
"6376",0,"5",21,"183899","0","1","0","0","1","0","1","1","0",1,0.5,0.952380952380952,21,5,1
"6377",0,"5",88,"259698","0","2","1","0","2","0","1","3","1",3,0.411764705882353,0.696629213483146,8.8,1.9,2.2
"6378",0,"5",83,"747701","0","1","0","0","1","0","0","1","0",2,0.416666666666667,0.746987951807229,11.8571428571429,1.28571428571429,1.14285714285714
"6379",0,"5",23,"150183","0","3","0","0","3","0","1","2","1",3,0.5,0.875,23,2,2
"6380",0,"5",10,"769129","0","0","0","0","1","0","0","0","0",1,0.333333333333333,1,5,1,2
"6381",0,"5",88,"289257","0","3","1","0","3","0","1","4","1",4,0.333333333333333,0.720930232558139,14.6666666666667,1.16666666666667,1
"6382",0,"5",27,"859240","0","0","0","0","1","0","0","0","0",1,0.333333333333333,0.851851851851852,6.75,1.25,1
"6383",0,"5",120,"203260","1","7","3","0","6","4","3","6","4",10,0.294117647058824,0.776859504132231,10.9090909090909,1.45454545454545,1.81818181818182
"6384",0,"5",30,"401752","0","0","0","0","2","0","0","0","0",2,0.25,0.875,30,7,4
"6385",0,"4",15,"105295","1","1","1","1","1","1","1","1","1",2,0.5,0.933333333333333,15,2,3
"6386",0,"5",76,"225681","0","2","0","0","3","1","3","3","1",6,0.285714285714286,0.733333333333333,15.2,1.8,3.8
"6387",0.25,"4",120,"120828","0","2","0","1","2","2","0","1","2",4,0.333333333333333,0.652542372881356,15,1.625,2.75
"6388",0,"5",32,"227684","0","2","0","0","2","1","2","2","0",3,0.25,0.967741935483871,10.6666666666667,1.33333333333333,1
"6389",0,"0",15,"778179","0","0","0","0","0","0","0","0","0",0,0,1,5,0.666666666666667,1
"6390",0,"5",14,"23191","0","0","0","0","0","1","0","0","0",0,0.333333333333333,1,7,1,1
"6391",0,"5",23,"652305","0","2","0","1","3","0","2","2","1",3,0.25,1,11.5,2,4
"6392",0,"5",16,"41446","0","0","0","1","0","0","0","0","0",0,0,1,8,2,3
"6393",0,"5",33,"555400","0","1","0","0","1","0","0","0","0",2,0.333333333333333,0.966666666666667,8.25,1.25,2.25
"6394",0,"5",64,"869421","0","1","1","0","1","2","0","1","2",1,0.222222222222222,0.830508474576271,9.14285714285714,1.71428571428571,1.57142857142857
"6395",0,"4",78,"50706","1","3","2","2","2","1","2","2","2",3,0.428571428571429,0.721518987341772,26,5.33333333333333,2.66666666666667
"6396",0,"5",31,"755516","0","0","0","0","0","0","0","0","0",3,0.2,0.96875,7.75,1.25,1.5
"6397",0.25,"5",71,"347554","0","1","2","1","2","2","1","1","2",3,0.5,0.746666666666667,17.75,1.5,3.5
"6398",0,"5",25,"826151","0","1","0","0","1","1","1","2","0",1,0.5,0.916666666666667,25,1,3
"6399",0,"5",81,"283257","0","4","1","0","4","2","2","4","3",4,0.3,0.8125,13.5,1.5,1.66666666666667
"6400",0.285714285714286,"0",113,"201129","1","3","1","2","4","0","4","5","1",6,0.222222222222222,0.540540540540541,28.25,9,3.5
"6401",0,"5",36,"98781","0","1","0","1","1","0","1","1","0",2,0.166666666666667,0.8,12,4.33333333333333,3
"6402",0,"5",42,"508098","0","2","0","0","1","0","1","1","0",1,0.428571428571429,0.772727272727273,10.5,1.25,2.25
"6403",0,"5",43,"295309","0","0","0","0","0","0","0","1","0",0,0.444444444444444,0.86046511627907,8.6,2.2,1
"6404",0.5,"5",74,"400543","1","0","0","0","1","1","1","1","1",1,0.4,0.813333333333333,24.6666666666667,5.33333333333333,5
"6405",0,"4",29,"88447","0","0","0","0","1","0","0","0","0",2,0.5,0.896551724137931,14.5,1.5,2.5
"6406",0,"0",13,"101372","0","1","1","0","3","0","1","2","1",3,0,1,6.5,1,2
"6407",0,"5",33,"184864","0","1","0","0","1","0","0","3","0",2,0.222222222222222,0.909090909090909,6.6,4.4,2.6
"6408",0,"5",51,"465912","1","0","0","1","2","0","0","0","1",2,0.333333333333333,0.725490196078431,8.5,1.5,1.33333333333333
"6409",0,"5",86,"324132","0","2","0","0","2","0","1","1","1",4,0.222222222222222,0.67816091954023,12.2857142857143,2.57142857142857,2.85714285714286
"6410",0,"0",1,"268441","0","0","0","0","0","0","0","0","0",0,0,1,1,0,0
"6411",0,"5",65,"738285","0","1","0","1","0","0","0","0","1",0,0.333333333333333,0.714285714285714,8.125,1.875,1
"6412",0,"4",82,"438809","0","3","1","0","3","1","3","3","1",3,0.466666666666667,0.734939759036145,10.25,1.5,2
"6413",0,"5",6,"298077","1","0","0","0","1","0","0","1","1",1,0,1,6,0,3
"6414",0,"5",13,"374503","0","0","0","0","0","0","0","0","0",0,0,1,6.5,1,1.5
"6415",0,"5",42,"814799","0","3","0","0","3","0","2","3","1",5,0.166666666666667,0.880952380952381,8.4,2,1.2
"6416",0,"5",41,"614909","1","2","1","1","3","2","1","2","1",3,0.375,0.75609756097561,8.2,1.4,1
"6417",0,"5",72,"825998","1","1","0","0","1","0","0","1","1",3,0.5,0.73972602739726,24,2.66666666666667,2.66666666666667
"6418",0,"5",48,"521859","0","2","0","2","1","0","0","1","2",1,0.166666666666667,0.708333333333333,9.6,1,1.2
"6419",0,"3",55,"641243","1","1","0","0","1","0","1","2","1",2,0.4,0.745454545454545,9.16666666666667,1.5,1.5
"6420",0,"4",84,"288169","0","2","0","1","1","0","1","2","2",3,0.363636363636364,0.783132530120482,12,1.28571428571429,1.71428571428571
"6421",0,"5",15,"556835","1","0","0","0","1","0","0","0","1",1,0.25,0.866666666666667,7.5,2,0.5
"6422",0,"4",4,"363433","0","0","1","0","0","1","0","0","1",0,0.5,1,4,2,5
"6423",0,"5",32,"549169","0","0","0","0","0","0","0","0","0",0,0.333333333333333,0.878787878787879,8,1.25,2.25
"6424",0,"2",19,"438499","0","1","0","0","0","0","0","0","0",0,0.5,0.894736842105263,9.5,1,1.5
"6425",0,"4",27,"821788","0","1","0","0","1","0","1","1","0",2,0.2,0.846153846153846,9,4.33333333333333,2.33333333333333
"6426",0,"5",40,"152176","0","1","0","0","1","0","0","0","0",2,0.375,0.85,8,1.6,1.4
"6427",0,"5",59,"639238","0","0","0","0","2","0","0","1","0",3,0.428571428571429,0.8,19.6666666666667,3,4.66666666666667
"6428",0,"4",20,"700376","0","2","0","0","2","0","1","2","0",2,0,0.857142857142857,6.66666666666667,1,2
"6429",0.0714285714285714,"5",178,"319152","0","11","0","0","7","0","4","7","2",10,0.380952380952381,0.605555555555556,14.8333333333333,2,2.66666666666667
"6430",0,"5",72,"856301","0","2","0","0","1","0","0","1","0",2,0.363636363636364,0.794520547945205,10.2857142857143,2,1.71428571428571
"6431",0,"5",47,"570943","0","0","0","1","0","0","0","0","0",0,0.285714285714286,0.8,9.4,7.2,2.4
"6432",0,"5",66,"569114","0","5","0","0","4","0","1","2","0",4,0.25,0.836065573770492,11,1.83333333333333,2.5
"6433",0,"4",35,"221757","0","0","0","1","1","0","0","0","0",1,0.333333333333333,0.852941176470588,8.75,1,1.5
"6434",0,"5",44,"54003","0","0","0","0","1","0","0","1","0",2,0.2,0.822222222222222,22,4,3
"6435",0,"5",26,"71705","0","1","0","0","1","0","1","2","1",2,0.4,0.92,8.66666666666667,1.33333333333333,1.33333333333333
"6436",0,"5",56,"40760","0","0","1","1","1","1","0","0","1",1,0.4,0.826923076923077,18.6666666666667,2.66666666666667,4
"6437",0,"5",16,"452106","1","0","1","0","1","0","2","1","1",1,0.333333333333333,1,16,3,5
"6438",0,"5",38,"705195","0","0","0","0","2","0","0","1","1",3,0.5,0.769230769230769,12.6666666666667,2.33333333333333,1.33333333333333
"6439",0,"5",121,"107735","2","0","2","0","0","0","0","1","3",3,0.388888888888889,0.696,11,2.18181818181818,1.63636363636364
"6440",0,"5",137,"444408","0","1","1","0","4","0","0","4","3",8,0.444444444444444,0.700729927007299,13.7,1.8,1.7
"6441",0.142857142857143,"5",101,"419795","0","1","0","1","0","0","0","0","0",0,0.416666666666667,0.6,14.4285714285714,1.42857142857143,1.14285714285714
"6442",0,"5",66,"689035","0","1","0","1","1","0","1","1","0",1,0.285714285714286,0.606060606060606,13.2,1,1.2
"6443",0,"5",49,"241742","0","0","0","0","0","0","0","1","0",0,0.428571428571429,0.826086956521739,12.25,2,2
"6444",0,"5",87,"490680","1","0","1","2","0","1","0","0","1",2,0.461538461538462,0.781609195402299,12.4285714285714,1.71428571428571,1.85714285714286
"6445",0,"5",69,"862200","0","1","0","1","1","0","2","1","0",4,0.5,0.785714285714286,17.25,2.5,3.25
"6446",0,"4",12,"52721","0","0","1","0","0","1","0","0","1",0,0.25,1,4,2,1
"6447",0.125,"5",77,"173887","0","5","0","0","2","0","2","2","1",4,0.363636363636364,0.692307692307692,11,1.85714285714286,3
"6448",0.5,"4",31,"686477","0","1","0","0","1","1","1","1","1",2,0.4,0.972222222222222,15.5,2.5,16.5
"6449",0.5,"4",38,"660527","0","1","0","0","1","0","0","1","1",2,0,0.8,19,1,5.5
"6450",0,"5",17,"282163","0","1","0","0","2","0","2","1","0",3,0.4,1,5.66666666666667,1,1
"6451",0,"5",27,"736854","0","0","0","0","0","0","0","0","0",0,0.4,0.888888888888889,9,1.33333333333333,1.33333333333333
"6452",0,"5",65,"770153","0","2","0","1","2","0","0","2","1",8,0.333333333333333,0.8,10.8333333333333,2.66666666666667,1.66666666666667
"6453",0,"5",64,"170110","0","1","0","0","0","0","0","1","0",0,0.428571428571429,0.703125,16,1.5,2.75
"6454",0,"1",72,"806989","1","2","0","1","1","0","2","1","0",1,0.454545454545455,0.777777777777778,12,1,1.83333333333333
"6455",0,"5",29,"873209","0","1","0","0","1","0","1","1","0",1,0.428571428571429,0.793103448275862,9.66666666666667,1.33333333333333,2.66666666666667
"6456",0,"5",27,"818998","0","0","0","0","3","0","0","2","0",3,0.333333333333333,0.925925925925926,9,2,2
"6457",0,"5",21,"670687","0","1","0","0","1","0","0","1","0",1,0.5,0.904761904761905,21,1,6
"6458",0,"5",79,"476163","1","2","1","0","2","0","1","1","2",3,0.272727272727273,0.645569620253165,9.875,1.375,1.5
"6459",0.166666666666667,"1",56,"463765","0","1","0","0","2","0","0","2","0",3,0.25,0.8,9.33333333333333,1.5,1.5
"6460",0,"5",35,"19418","0","2","0","0","3","0","2","2","0",3,0.25,0.96969696969697,11.6666666666667,2,3.66666666666667
"6461",0,"5",37,"804053","0","2","0","0","2","0","2","1","0",2,0.4,0.918918918918919,12.3333333333333,3.66666666666667,2.66666666666667
"6462",0,"5",84,"80374","0","0","0","0","1","0","0","3","1",3,0.454545454545455,0.738095238095238,14,1.66666666666667,3.33333333333333
"6463",0,"5",30,"835002","0","0","0","1","2","0","1","1","0",2,0.5,0.911764705882353,30,5,13
"6464",0,"4",44,"75060","0","0","0","0","1","0","0","1","0",4,0.4,0.704545454545455,14.6666666666667,1.66666666666667,1.66666666666667
"6465",0,"5",16,"651104","0","0","0","0","1","0","0","0","0",1,0.4,0.9375,5.33333333333333,1,1
"6466",0,"5",27,"556307","0","2","0","0","1","0","1","2","0",2,0.4,0.814814814814815,9,1.33333333333333,1.66666666666667
"6467",0,"4",17,"204439","0","1","0","0","1","0","1","1","0",1,0,0.941176470588235,4.25,1,1
"6468",0.125,"5",80,"60341","1","3","0","1","3","1","2","4","2",6,0.272727272727273,0.666666666666667,10,1.375,1.5
"6469",0,"5",72,"173681","0","1","0","1","3","0","0","3","0",4,0.222222222222222,0.788732394366197,10.2857142857143,1.28571428571429,1.71428571428571
"6470",0,"5",70,"764242","0","2","0","0","3","0","1","1","0",5,0.363636363636364,0.684931506849315,10,2.28571428571429,1.71428571428571
"6471",0,"5",6,"790437","0","0","0","0","0","0","0","0","0",0,0,1,6,6,1
"6472",0,"5",27,"424997","0","2","0","0","1","0","1","1","1",2,0.4,0.925925925925926,9,1,1.66666666666667
"6473",0,"0",52,"655261","0","0","0","0","1","0","0","2","0",3,0.428571428571429,0.826923076923077,17.3333333333333,3,3.33333333333333
"6474",0,"5",50,"487453","0","0","0","0","0","0","0","0","0",1,0.333333333333333,0.857142857142857,16.6666666666667,3.66666666666667,3
"6475",0,"5",39,"336655","0","1","0","0","0","0","0","1","0",2,0.4,0.769230769230769,19.5,3.5,2.5
"6476",0,"5",30,"760152","0","1","0","1","1","1","1","3","0",2,0.2,0.8,7.5,1.75,1.25
"6477",0,"5",63,"472453","0","4","2","0","2","1","1","1","3",2,0.285714285714286,0.753846153846154,12.6,1,2
"6478",0,"5",87,"694520","1","1","1","1","3","0","1","3","2",4,0.454545454545455,0.681818181818182,14.5,2.33333333333333,1.5
"6479",0,"5",27,"810710","0","1","0","0","1","1","0","1","1",2,0.333333333333333,0.923076923076923,6.75,2.25,1.75
"6480",0,"5",42,"522231","0","0","0","1","1","0","0","1","0",1,0.5,0.86046511627907,10.5,2.25,2
"6481",0,"5",33,"827958","0","0","0","0","1","0","0","0","0",1,0.375,0.878787878787879,6.6,2.8,1.8
"6482",0.166666666666667,"5",81,"598851","2","0","0","1","1","0","0","1","3",3,0.25,0.768292682926829,13.5,1.5,3
"6483",0.0909090909090909,"4",192,"662058","0","4","1","1","3","2","1","5","3",7,0.388888888888889,0.538860103626943,17.4545454545455,1.45454545454545,2.54545454545455
"6484",0,"2",18,"341825","0","0","0","0","1","0","0","0","0",2,0.333333333333333,0.888888888888889,9,1,1.5
"6485",0,"3",9,"16078","0","1","0","0","2","0","1","3","0",2,0,0.909090909090909,9,1,5
"6486",0.0625,"5",257,"572527","0","4","0","0","3","1","2","3","2",5,0.448275862068966,0.540856031128405,16.0625,1.5625,2.9375
"6487",0,"5",26,"198348","0","2","0","0","3","0","1","2","0",3,0.25,0.884615384615385,8.66666666666667,1,1.33333333333333
"6488",0,"5",23,"745504","1","0","0","0","1","0","1","1","1",1,0.2,0.956521739130435,5.75,1.25,2
"6489",0,"5",20,"692301","0","0","0","0","0","0","0","0","0",0,0.4,0.9,6.66666666666667,1,1.33333333333333
"6490",0,"4",98,"271272","1","2","1","2","4","1","1","3","2",5,0.363636363636364,0.776595744680851,16.3333333333333,1.5,3.5
"6491",0,"5",33,"669974","0","3","0","0","1","0","1","0","0",2,0.25,0.90625,11,1.66666666666667,3
"6492",0,"5",41,"677790","0","1","0","0","2","0","0","1","0",4,0.333333333333333,0.878048780487805,10.25,1.25,3.5
"6493",0.2,"5",106,"531717","2","2","0","3","2","1","2","0","3",3,0.25,0.704761904761905,35.3333333333333,8,8
"6494",0,"5",98,"689731","1","3","1","1","3","1","2","2","3",4,0.357142857142857,0.729166666666667,10.8888888888889,6.88888888888889,1.77777777777778
"6495",0,"5",48,"773808","0","1","1","0","2","0","1","0","1",3,0.4,0.808510638297872,16,2.66666666666667,2
"6496",0,"5",15,"51268","0","0","0","0","0","0","0","0","0",2,0.333333333333333,1,7.5,1.5,2
"6497",0,"5",26,"381404","0","2","0","0","1","1","1","1","0",1,0.25,0.84,13,2,1.5
"6498",0,"5",51,"662988","0","0","0","0","0","0","0","0","0",1,0.5,0.833333333333333,25.5,8,2
"6499",0,"5",66,"757098","1","2","1","1","2","0","2","3","1",4,0.285714285714286,0.791044776119403,13.2,1.8,1.8
"6500",0,"5",57,"55782","0","0","0","0","2","0","1","1","0",3,0.333333333333333,0.892857142857143,28.5,4,6.5
"6501",0,"5",22,"785212","0","2","0","0","4","1","1","2","0",6,0.285714285714286,1,5.5,1.5,2.25
"6502",0,"5",48,"74457","0","0","1","0","1","1","0","1","1",4,0.4,0.936170212765957,16,2.66666666666667,1.66666666666667
"6503",0,"4",39,"446357","0","0","0","0","1","0","0","0","0",2,0.4,0.813953488372093,39,7,5
"6504",0.285714285714286,"5",164,"869165","3","4","3","3","2","2","3","4","7",4,0.4,0.635838150289017,32.8,2.6,7.4
"6505",0,"5",144,"32641","0","4","0","0","2","0","1","2","1",3,0.5,0.655844155844156,144,0,29
"6506",0,"5",95,"559009","1","2","0","1","3","0","1","2","1",3,0.4375,0.815217391304348,10.5555555555556,2.22222222222222,1.77777777777778
"6507",0,"5",156,"654637","0","1","1","0","0","1","0","0","1",3,0.5,0.62987012987013,19.5,1.625,3.125
"6508",0,"5",60,"94130","0","1","0","0","3","0","0","4","0",4,0.363636363636364,0.852459016393443,10,1.83333333333333,2.16666666666667
"6509",0.333333333333333,"4",50,"222257","0","0","1","1","0","2","0","0","3",0,0.4,0.82,16.6666666666667,1.66666666666667,2
"6510",0,"2",37,"731295","1","1","2","1","0","1","0","1","2",0,0.4,0.72972972972973,12.3333333333333,1.33333333333333,2
"6511",0,"5",48,"331657","0","1","0","0","1","0","0","1","0",2,0.333333333333333,0.822222222222222,48,4,7
"6512",0,"5",19,"413466","0","0","0","0","0","0","0","1","0",2,0.333333333333333,1,9.5,1,1.5
"6513",0,"5",10,"230428","0","0","0","0","2","0","1","2","0",2,0,1,5,1.5,1.5
"6514",0,"3",36,"793879","1","0","0","0","0","0","0","0","1",1,0.5,0.805555555555556,18,2,3
"6515",0,"5",30,"246882","0","0","0","0","1","0","0","0","1",2,0.5,0.827586206896552,15,1.5,2.5
"6516",0,"4",25,"816725","0","0","0","0","1","0","0","2","0",2,0.4,1,8.33333333333333,1,1
"6517",0,"0",49,"353831","1","0","1","2","1","1","0","0","1",3,0.285714285714286,0.830188679245283,24.5,2.5,9
"6518",0,"5",25,"604745","0","1","0","0","0","1","0","0","1",2,0.2,1,6.25,2,1.75
"6519",0,"4",23,"346601","0","3","0","0","3","0","1","2","0",3,0.5,0.863636363636364,11.5,0.5,2
"6520",0,"5",19,"814193","0","0","0","1","0","0","0","0","1",0,0.333333333333333,0.95,9.5,1,1.5
"6521",0,"5",42,"721470","0","0","0","0","2","0","1","2","0",4,0.285714285714286,0.930232558139535,8.4,2.2,2.2
"6522",0.25,"5",83,"569476","0","1","1","0","2","0","0","0","2",5,0.4,0.658536585365854,27.6666666666667,0,5.33333333333333
"6523",0.0909090909090909,"2",153,"799038","1","4","1","0","4","1","4","4","1",7,0.473684210526316,0.650684931506849,15.3,1.8,2.2
"6524",0,"5",29,"276489","0","1","0","0","2","0","1","2","0",2,0.333333333333333,0.857142857142857,7.25,3.5,2
"6525",0,"5",67,"553125","1","3","0","2","3","0","1","1","1",5,0.428571428571429,0.848484848484849,16.75,2.5,2.5
"6526",0,"5",64,"496552","1","1","0","0","1","0","1","2","1",3,0.333333333333333,0.746031746031746,12.8,1.6,1.8
"6527",0,"5",58,"744942","1","1","0","0","4","1","0","3","2",5,0.333333333333333,0.775862068965517,14.5,1.25,1.5
"6528",0,"5",55,"5044","1","2","0","0","1","0","0","1","1",2,0.375,0.803571428571429,11,1.4,1.8
"6529",0,"5",45,"363776","0","2","1","0","2","0","2","2","2",2,0.285714285714286,0.840909090909091,11.25,1.5,1.5
"6530",0,"5",39,"653942","0","2","0","0","2","1","0","2","0",3,0.2,0.868421052631579,9.75,2,2
"6531",0,"5",51,"853120","0","3","0","0","2","0","2","2","0",4,0.5,0.74,17,1,1.66666666666667
"6532",0,"5",44,"844488","1","3","2","2","2","2","4","3","2",3,0.285714285714286,0.840909090909091,8.8,1.2,1.6
"6533",0,"5",106,"458293","1","1","0","0","0","0","0","0","1",1,0.428571428571429,0.638095238095238,13.25,1.875,2
"6534",0,"5",121,"107777","2","2","3","1","2","3","1","2","4",4,0.333333333333333,0.75,17.2857142857143,1.57142857142857,2.57142857142857
"6535",0,"4",13,"54013","0","0","0","0","0","0","0","0","0",0,0.5,1,13,2,1
"6536",0,"5",31,"68565","0","1","0","0","2","0","1","2","2",2,0.333333333333333,0.903225806451613,10.3333333333333,4,2.66666666666667
"6537",0,"3",26,"789859","0","1","0","0","0","0","0","0","1",0,0.4,0.961538461538462,8.66666666666667,1,1.33333333333333
"6538",0.166666666666667,"0",70,"830310","0","0","0","0","0","0","0","0","0",0,0.375,0.653846153846154,11.6666666666667,1.66666666666667,3.83333333333333
"6539",0,"5",42,"348161","0","1","0","1","2","1","1","2","1",3,0.4,0.80952380952381,14,1.66666666666667,3.33333333333333
"6540",0.2,"5",63,"713058","0","2","0","0","1","1","0","2","0",3,0.166666666666667,0.80952380952381,12.6,2.2,2.2
"6541",0,"5",45,"363307","1","0","1","1","1","1","0","1","1",2,0.142857142857143,0.883720930232558,7.5,1.83333333333333,1.66666666666667
"6542",0,"5",48,"439439","0","0","0","1","0","0","0","1","0",1,0.2,0.836734693877551,12,2,2.75
"6543",0,"5",39,"840813","0","0","0","0","1","0","1","1","1",2,0.4,0.871794871794872,13,1,1.66666666666667
"6544",0.25,"5",41,"227562","0","0","0","0","0","0","0","0","0",0,0.428571428571429,0.804878048780488,10.25,1,1
"6545",0.142857142857143,"4",134,"551247","0","5","1","1","4","0","1","4","2",7,0.466666666666667,0.593333333333333,16.75,1.875,5.875
"6546",0,"0",25,"74534","0","1","0","0","0","0","0","0","0",1,0.25,0.88,12.5,8.5,1.5
"6547",0.142857142857143,"5",60,"214243","0","2","0","1","1","0","1","1","1",1,0.125,0.862068965517241,10,1.16666666666667,4.33333333333333
"6548",0,"5",59,"869208","0","2","0","0","3","0","1","2","0",4,0.333333333333333,0.779661016949153,9.83333333333333,1.5,1.66666666666667
"6549",0.25,"4",52,"630277","0","3","1","0","2","0","1","3","2",5,0.2,0.882352941176471,17.3333333333333,1.33333333333333,1.33333333333333
"6550",0,"4",11,"59204","0","0","0","0","0","0","0","0","0",0,0,1,5.5,0,1
"6551",0,"5",44,"145206","0","1","1","0","1","1","0","1","1",2,0.285714285714286,0.813953488372093,8.8,2.4,1.8
"6552",0,"5",37,"326573","0","2","0","1","2","0","1","2","0",2,0.333333333333333,0.947368421052632,12.3333333333333,3.33333333333333,3.33333333333333
"6553",0,"5",23,"627730","0","1","0","0","2","0","0","1","0",2,0.285714285714286,0.956521739130435,5.75,2.25,1.25
"6554",0,"5",32,"234662","0","0","0","0","0","0","0","0","0",1,0.166666666666667,0.878787878787879,6.4,1,1.6
"6555",0,"5",47,"31638","0","2","0","0","4","0","1","3","0",4,0.375,0.854166666666667,9.4,1.4,2.8
"6556",0,"3",50,"404280","1","1","0","1","0","2","1","1","3",1,0.375,0.84,10,1.2,2
"6557",0.2,"4",106,"788439","0","2","0","0","2","0","2","2","0",3,0.285714285714286,0.641509433962264,10.6,1.5,1.6
"6558",0.25,"4",82,"625007","2","3","1","1","1","1","1","1","3",3,0.444444444444444,0.817073170731707,16.4,1.8,3.2
"6559",0,"5",109,"352448","1","4","1","1","3","1","1","3","2",4,0.4,0.657407407407407,12.1111111111111,1.66666666666667,2.44444444444444
"6560",0,"4",90,"100823","1","1","0","0","0","0","0","0","1",1,0.357142857142857,0.772727272727273,12.8571428571429,1.85714285714286,2.85714285714286
"6561",0,"5",65,"759013","0","1","1","2","1","2","1","1","3",3,0.375,0.8,13,2,3.8
"6562",0.166666666666667,"5",52,"378808","0","1","0","0","3","0","1","3","0",4,0.333333333333333,0.725490196078431,8.66666666666667,1.16666666666667,1.16666666666667
"6563",0,"5",36,"535692","0","0","0","0","0","0","0","0","0",1,0.428571428571429,0.833333333333333,9,1.25,1.75
"6564",0,"5",11,"6174","0","0","1","0","1","0","0","0","1",1,0,1,5.5,1,1
"6565",0,"5",39,"707160","0","0","0","0","0","0","0","0","0",1,0.166666666666667,0.897435897435897,9.75,2.5,4.75
"6566",0,"5",9,"698140","0","0","0","0","1","0","0","0","0",1,0.5,1,9,2,1
"6567",0,"4",62,"667421","1","0","1","3","0","2","0","0","3",3,0.444444444444444,0.819672131147541,12.4,1.8,1.8
"6568",0,"5",60,"333375","0","1","1","0","0","0","0","0","2",1,0.444444444444444,0.807017543859649,12,1.6,1.8
"6569",0,"0",10,"766627","0","0","0","0","0","0","0","0","0",0,0,0.8,5,0.5,4.5
"6570",0.166666666666667,"4",74,"143940","0","2","0","1","3","0","2","1","0",5,0.363636363636364,0.647887323943662,12.3333333333333,1.83333333333333,2.33333333333333
"6571",0,"5",102,"50368","1","3","0","0","6","0","2","4","1",7,0.416666666666667,0.649122807017544,14.5714285714286,1.71428571428571,4.14285714285714
"6572",0,"4",91,"2304","1","5","1","1","2","1","1","2","2",3,0.444444444444444,0.640449438202247,18.2,1.8,2.6
"6573",0,"5",12,"430858","0","0","0","0","0","0","0","0","0",0,0.333333333333333,1,6,2,1
"6574",0,"5",14,"731971","0","0","0","0","0","0","0","0","0",1,0.333333333333333,1,14,4,5
"6575",0,"5",8,"732237","0","0","0","0","1","0","0","0","0",1,0,1,4,1,1
"6576",0,"4",35,"471025","0","1","0","1","1","0","1","1","1",1,0.4,0.914285714285714,11.6666666666667,0.666666666666667,2
"6577",0,"4",28,"718889","0","1","0","0","0","0","0","0","1",0,0.5,0.857142857142857,14,1.5,1.5
"6578",0,"4",64,"762245","0","3","0","0","2","0","1","3","0",3,0.444444444444444,0.774193548387097,12.8,1.6,1.4
"6579",0,"5",14,"74289","1","2","0","0","2","0","2","2","2",2,0,1,4.66666666666667,1,2.33333333333333
"6580",0.2,"3",47,"408760","2","2","1","1","2","1","1","2","2",2,0.166666666666667,0.816326530612245,9.4,1.2,1.6
